movie,production_budget,domestic_gross,production_profit_domestic
A Dogâs Way Home,61000000,41952715,-19047285
Dead Man Down,30000000,10895295,-19104705
"Mystery, Alaska",28000000,8891623,-19108377
The Yards,20000000,882710,-19117290
Be Cool,75000000,55849401,-19150599
Charlie's Angels: Full Throttle,120000000,100814328,-19185672
The Frozen Ground,19200000,0,-19200000
Sheena,25000000,5778353,-19221647
Der Baader Meinhof Komplex,19700000,476270,-19223730
Middle Men,20000000,754301,-19245699
Changeling,55000000,35739802,-19260198
Gangs of New York,97000000,77730500,-19269500
Hauru no ugoku shiro,24000000,4710455,-19289545
Underclassman,25000000,5654777,-19345223
The Ninth Gate,38000000,18653746,-19346254
Flags of Our Fathers,53000000,33602376,-19397624
JÃ¬yÃ¬ dÃ shÄ«,20000000,587470,-19412530
All Good Things,20000000,582024,-19417976
Duplicity,60000000,40572825,-19427175
By the Sea,20000000,538460,-19461540
Say It Isn't So,25000000,5516708,-19483292
Martian Child,27000000,7500310,-19499690
Steamboy,20000000,468867,-19531133
John Carpenterâs Ghosts of Mars,28000000,8434601,-19565399
The Game of Their Lives,20000000,375474,-19624526
Terminator 3: Rise of the Machines,170000000,150358296,-19641704
Meet the Deedles,24000000,4356126,-19643874
Showgirls,40000000,20350754,-19649246
Only the Brave,38000000,18340051,-19659949
Bait,35000000,15325127,-19674873
Assassins,50000000,30306268,-19693732
Rapa Nui,20000000,305070,-19694930
City Hall,40000000,20278055,-19721945
The Tempest,20000000,277943,-19722057
é·æ±ä¸è (CJ7),20000000,206678,-19793322
The Burning Plain,20000000,200730,-19799270
Aliens in the Attic,45000000,25200412,-19799588
Bird Box,19800000,0,-19800000
Dungeons and Dragons,35000000,15185241,-19814759
A Simple Wish,28000000,8165213,-19834787
Big Miracle,40000000,20157300,-19842700
Les Couloirs du temps: Les visiteurs 2,20000000,146072,-19853928
Hoodwinked Too: Hood vs. Evil,30000000,10143779,-19856221
The World's Fastest Indian,25000000,5128124,-19871876
People I Know,20000000,121972,-19878028
Righteous Kill,60000000,40081410,-19918590
Regression,20000000,55039,-19944961
The History of Love,20000000,0,-20000000
The Touch,20000000,0,-20000000
Dwegons and Leprechauns,20000000,0,-20000000
Survivor,20000000,0,-20000000
Butterfly on a Wheel,20000000,0,-20000000
Fight Valley,20000000,0,-20000000
Three Kingdoms: Resurrection of the Dragon,20000000,0,-20000000
Zambezia,20000000,0,-20000000
Admiral,20000000,0,-20000000
The Thousand Miles,20000000,0,-20000000
Lions for Lambs,35000000,14998070,-20001930
The Beaver,21000000,970816,-20029184
Mirror Mirror,85000000,64935167,-20064833
Stone,22000000,1810078,-20189922
Red Dawn,65000000,44806783,-20193217
ChÃ©ri,23000000,2715657,-20284343
Deception,25000000,4598506,-20401494
Bitter Harvest,21000000,557241,-20442759
Flight of the Intruder,35000000,14471440,-20528560
That's My Boy,57500000,36931089,-20568911
Extreme Measures,38000000,17378193,-20621807
Dragonball Evolution,30000000,9362785,-20637215
Funny People,72500000,51855045,-20644955
The Watch,55000000,34353000,-20647000
Across the Universe,45000000,24343673,-20656327
The Hunted,55000000,34234008,-20765992
Instinct,55000000,34105207,-20894793
Tank Girl,25000000,4064333,-20935667
First Daughter,30000000,9055010,-20944990
Joyeux NoÃ«l,22000000,1054361,-20945639
MoliÃ¨re,21600000,635733,-20964267
The Impossible,40000000,19019882,-20980118
Molly,21000000,17396,-20982604
King's Ransom,25000000,4008527,-20991473
Our Brand is Crisis,28000000,7002261,-20997739
Velvet Buzzsaw,21000000,0,-21000000
The Thing,38000000,16999934,-21000066
Rock Star,38000000,16991902,-21008098
Dragon Wars: D-War,32000000,10977721,-21022279
Zoolander 2,50000000,28848693,-21151307
Super Mario Bros.,42000000,20844907,-21155093
Stuck On You,55000000,33832741,-21167259
The Master,37500000,16247159,-21252841
The Juror,44000000,22730924,-21269076
The Darkest Minds,34000000,12695691,-21304309
The Spiderwick Chronicles,92500000,71195053,-21304947
Defiance,50000000,28644813,-21355187
The Lost City of Z,30000000,8574339,-21425661
Percy Jackson: Sea of Monsters,90000000,68559554,-21440446
We Are Marshall,65000000,43545364,-21454636
An Unfinished Life,30000000,8535575,-21464425
Everest,65000000,43482270,-21517730
Semi-Pro,55000000,33479698,-21520302
The Dilemma,70000000,48475290,-21524710
Taking Woodstock,29000000,7460204,-21539796
A Thousand Words,40000000,18450127,-21549873
Snow Falling on Cedars,36000000,14378353,-21621647
The Tree of Life,35000000,13305665,-21694335
The Holiday,85000000,63280000,-21720000
American Outlaws,35000000,13264986,-21735014
Formula 51,27000000,5204007,-21795993
Blindness,25000000,3073392,-21926608
Sgt. Stubby: An American Hero,25000000,3054285,-21945715
Doomsday,33000000,11008770,-21991230
Metegol,22000000,0,-22000000
Revolutionary Road,45000000,22951340,-22048660
The Cotton Club,48000000,25928721,-22071279
Cars 3,175000000,152901115,-22098885
The Space Between Us,30000000,7885294,-22114706
Red Sparrow,69000000,46874505,-22125495
The Jacket,28500000,6301131,-22198869
Annihilation,55000000,32732301,-22267699
The Imaginarium of Doctor Parnassus,30000000,7689607,-22310393
Kundun,28000000,5686694,-22313306
Hannibal Rising,50000000,27669725,-22330275
The Fast and the Furious: Tokyo Drift,85000000,62615510,-22384490
Need for Speed,66000000,43568507,-22431493
Carnage,25000000,2546747,-22453253
Babylon A.D.,45000000,22532572,-22467428
Barney's Version,30000000,7502560,-22497440
Invictus,60000000,37491364,-22508636
Hero,42000000,19487173,-22512827
Flawless,27000000,4485485,-22514515
Mindhunters,27000000,4476235,-22523765
Tulip Fever,25000000,2455635,-22544365
X-Men: Apocalypse,178000000,155442489,-22557511
BloodRayne,25000000,2405420,-22594580
Resident Evil: Retribution,65000000,42345531,-22654469
Chill Factor,34000000,11263966,-22736034
Alien: Covenant,97000000,74262031,-22737969
The Fifth Estate,26000000,3254172,-22745828
Miss Peregrineâs Home for Peculiar Children,110000000,87242834,-22757166
Where the Wild Things Are,100000000,77233467,-22766533
The Flintstones in Viva Rock Vegas,58000000,35231365,-22768635
The Story of Us,50000000,27100030,-22899970
Hall Pass,68000000,45060734,-22939266
Ghosts of Mississippi,36000000,13052741,-22947259
Redemption,23000000,36686,-22963314
State of Play,60000000,37017955,-22982045
Rogue,23000000,10452,-22989548
Frankenstein,45000000,22006296,-22993704
ChÄi dÃ n zhuÄnjiÄ,23000000,0,-23000000
Shi Yue Wei Cheng,23000000,0,-23000000
Zoom,35000000,11989328,-23010672
Anonymous,27500000,4463292,-23036708
Rules Donât Apply,26700000,3652206,-23047794
Trapped,30000000,6916869,-23083131
Cry Freedom,29000000,5899797,-23100203
Legend,25000000,1872994,-23127006
My Favorite Martian,60000000,36850101,-23149899
Bad Lieutenant: Port of Call New Orleans,25000000,1702112,-23297888
The Time Machine,80000000,56684819,-23315181
The Astronaut's Wife,34000000,10672566,-23327434
The Thief and the Cobbler,24000000,669276,-23330724
Bee Movie,150000000,126631277,-23368723
The Host,50000000,26623701,-23376299
Man on a Ledge,42000000,18620000,-23380000
Basic,50000000,26599248,-23400752
Gattaca,36000000,12532777,-23467223
Jane Got a Gun,25000000,1513793,-23486207
Run All Night,50000000,26461644,-23538356
The Shipping News,35000000,11405825,-23594175
The Sentinel,60000000,36280697,-23719303
Blood Work,50000000,26199517,-23800483
Me and Orson Welles,25000000,1190003,-23809997
Crimson Peak,55000000,31090320,-23909680
The Pirates! Band of Misfits,55000000,31051126,-23948874
The Bridge of San Luis Rey,24000000,49981,-23950019
The Young Victoria,35000000,11001272,-23998728
Flood,24000000,0,-24000000
Marie Antoinette,40000000,15962471,-24037529
Birth of the Dragon,31000000,6901965,-24098035
Venom,25000000,881745,-24118255
Where the Truth Lies,25000000,872142,-24127858
Mumford,28700000,4559569,-24140431
Dangerous Liaisons,24200000,17000,-24183000
Without Limits,25000000,780326,-24219674
The Fate of the Furious,250000000,225764765,-24235235
Trouble with the Curve,60000000,35763137,-24236863
On the Road,25000000,720828,-24279172
Kin,30000000,5718096,-24281904
Lara Croft: Tomb Raider: The Cradle of Life,90000000,65653758,-24346242
Sabotage,35000000,10508518,-24491482
What Dreams May Come,80000000,55485043,-24514957
Real Steel,110000000,85463309,-24536691
The International,50000000,25450527,-24549473
Escape from L.A.,50000000,25426861,-24573139
Pushing Tin,33000000,8408835,-24591165
The Glimmer Man,45000000,20404841,-24595159
A Good Day to Die Hard,92000000,67349198,-24650802
Intolerable Cruelty,60000000,35327628,-24672372
Once Upon a Time in America,30000000,5321508,-24678492
Knock Off,35000000,10319915,-24680085
Whiteout,35000000,10275638,-24724362
Unfinished Business,35000000,10219501,-24780499
Les petits mouchoirs,25000000,205505,-24794495
G.I. Joe: The Rise of Cobra,175000000,150201498,-24798502
Twisted,50000000,25195050,-24804950
The Walk,35000000,10161183,-24838817
The Fountain,35000000,10144010,-24855990
Love Ranch,25000000,137885,-24862115
Multiplicity,45000000,20133326,-24866674
Yi ge ren de wu lin,25000000,129115,-24870885
Blood and Wine,26000000,1083350,-24916650
Now You See Me 2,90000000,65075540,-24924460
Eragon,100000000,75030163,-24969837
The Professor and the Madman,25000000,0,-25000000
Waterloo,25000000,0,-25000000
Ironclad,25000000,0,-25000000
La vÃ©ritable histoire du Chat BottÃ©,25000000,0,-25000000
Matilda,25000000,0,-25000000
Red Sky,25000000,0,-25000000
Belka i Strelka. Zvezdnye sobaki,25000000,0,-25000000
Sammy's avonturen: De geheime doorgang,25000000,0,-25000000
Reagan,25000000,0,-25000000
The Adventurer: The Curse of the Midas Box,25000000,0,-25000000
The Kingdom,72500000,47467250,-25032750
Get Carter,40000000,14967182,-25032818
Kiss of Death,40000000,14942422,-25057578
UglyDolls,45000000,19894664,-25105336
How to Lose Friends & Alienate People,28000000,2775593,-25224407
The Pledge,45000000,19719930,-25280070
"Life, or Something Like It",40000000,14448589,-25551411
The Producers: The Movie Musical,45000000,19398532,-25601468
Ishtar,40000000,14375181,-25624819
Memoirs of an Invisible Man,40000000,14358033,-25641967
Amelia,40000000,14279575,-25720425
Stronger,30000000,4211129,-25788871
Gloria,30000000,4167493,-25832507
What Just Happened,27000000,1090947,-25909053
Cirque du Freak: The Vampire's Assistant,40000000,14046595,-25953405
Blood Ties,26000000,42472,-25957528
New York Minute,40000000,14018364,-25981636
Primary Colors,65000000,39017984,-25982016
The Life Aquatic with Steve Zissou,50000000,24006726,-25993274
The Grimm Brothers' Snow White,26000000,5000,-25995000
Accidental Love,26000000,0,-26000000
Viy,26000000,0,-26000000
The Face of an Angel,26000000,0,-26000000
The Relic,60000000,33956608,-26043392
The Assassination of Jesse James by the Coward Robert Ford,30000000,3909149,-26090851
Star Trek Beyond,185000000,158848340,-26151660
Shoot 'Em Up,39000000,12796824,-26203176
The Statement,27000000,765637,-26234363
The Merchant of Venice,30000000,3765585,-26234415
Cinderella Man,88000000,61649911,-26350089
The Good Thief,30000000,3517797,-26482203
The Deep End of the Ocean,40000000,13508635,-26491365
Ferdinand,111000000,84410380,-26589620
Alfie,40000000,13395939,-26604061
Leatherheads,58000000,31373938,-26626062
Mandela: Long Walk to Freedom,35000000,8323085,-26676915
American Assassin,63000000,36249674,-26750326
FearDotCom,40000000,13208023,-26791977
The Iron Giant,50000000,23159305,-26840695
Supercross,30000000,3102550,-26897450
Collide,29200000,2280004,-26919996
Punisher: War Zone,35000000,8050977,-26949023
Elysium,120000000,93050117,-26949883
Miss Potter,30000000,3005605,-26994395
The Magic Flute,27000000,0,-27000000
Rumor Has It,70000000,42996140,-27003860
Mercury Rising,60000000,32983332,-27016668
Elizabethtown,54000000,26850426,-27149574
Hercules,100000000,72688614,-27311386
The Order,35000000,7659747,-27340253
I Dreamed of Africa,34000000,6543194,-27456806
Almost Famous,60000000,32522352,-27477648
A Good Year,35000000,7459300,-27540700
Munich,75000000,47379090,-27620910
Spy Game,90000000,62362560,-27637440
Bogus,32000000,4357406,-27642594
The Express,37500000,9793406,-27706594
Life,58000000,30234022,-27765978
White Squall,38000000,10229300,-27770700
The Phantom,45000000,17220599,-27779401
Cold Pursuit,60000000,32138862,-27861138
Analyze That,60000000,32122249,-27877751
Soul Men,40000000,12082391,-27917609
From Paris With Love,52000000,24077427,-27922573
Tron: Legacy,200000000,172062763,-27937237
Killers,75000000,47059963,-27940037
Grindhouse,53000000,25031037,-27968963
Fight Club,65000000,37030102,-27969898
Memoirs of a Geisha,85000000,57010853,-27989147
Alatriste,28000000,0,-28000000
Hellboy,50000000,21903748,-28096252
Body of Lies,67500000,39394666,-28105334
The Brothers Grimsby,35000000,6864016,-28135984
The Soloist,60000000,31853584,-28146416
The Girl in the Spiderâs Web,43000000,14828555,-28171445
Rebound,45000000,16809014,-28190986
The Snowman,35000000,6670765,-28329235
Femme Fatale,35000000,6630252,-28369748
Your Highness,50000000,21596445,-28403555
Cats Don't Dance,32000000,3588602,-28411398
Snowden,50000000,21587519,-28412481
Did You Hear About the Morgans?,58000000,29580087,-28419913
Warriors of Virtue,35000000,6448817,-28551183
The Adventures of Ford Fairlane,49000000,20423389,-28576611
The Saint,90000000,61363304,-28636696
After the Sunset,57000000,28328132,-28671868
Death Race,65000000,36316032,-28683968
Dream House,50000000,21302340,-28697660
Goal! The Dream Begins,33000000,4283255,-28716745
Noah,130000000,101200044,-28799956
The Mortal Instruments: City of Bones,60000000,31165421,-28834579
The Last Samurai,140000000,111110575,-28889425
Bulletproof Monk,52000000,23010607,-28989393
Unhinged,29000000,0,-29000000
The Siege,70000000,40934175,-29065825
Cradle Will Rock,32000000,2899970,-29100030
Mission to Mars,90000000,60874615,-29125385
Aeon Flux,55000000,25857987,-29142013
Free State of Jones,50000000,20810036,-29189964
Luther,35000000,5781086,-29218914
The Legend of Bagger Vance,60000000,30695227,-29304773
Wu ji,30000000,669625,-29330375
The Gunman,40000000,10664749,-29335251
Mighty Joe Young,80000000,50632037,-29367963
Shaft,30000000,600000,-29400000
Fun With Dick And Jane,140000000,110550000,-29450000
The Ghost Writer,45000000,15541549,-29458451
Machine Gun Preacher,30000000,538690,-29461310
Gamer,50000000,20534907,-29465093
All the Pretty Horses,45000000,15527125,-29472875
Bilal: A New Breed of Hero,30000000,490973,-29509027
DOA: Dead or Alive,30000000,480314,-29519686
Universal Soldier II: The Return,40000000,10447421,-29552579
The Man From U.N.C.L.E.,75000000,45445109,-29554891
Pandorum,40000000,10330853,-29669147
Bangkok Dangerous,45000000,15298133,-29701867
The Love Guru,62000000,32235793,-29764207
Le Petit Nicolas,30000000,201857,-29798143
Xinhai geming,30000000,135739,-29864261
Biutiful,35000000,5101237,-29898763
Dragonfly,60000000,30063805,-29936195
Abraham Lincoln: Vampire Hunter,67500000,37519139,-29980861
Genghis Khan: To the Ends of the Earth and Sea,30000000,3892,-29996108
Wild Card,30000000,3200,-29996800
United Passions,30000000,918,-29999082
Konferenz der Tiere,30000000,0,-30000000
Savva. Serdtse voyna,30000000,0,-30000000
Goodbye Bafana,30000000,0,-30000000
Space Pirate Captain Harlock,30000000,0,-30000000
Ripley's Game,30000000,0,-30000000
Grace of Monaco,30000000,0,-30000000
City of Ember,38000000,7873007,-30126993
Beloved,53000000,22852487,-30147513
Man of the House,50000000,19699706,-30300294
The Life of David Gale,50000000,19694635,-30305365
Duplex,40000000,9652000,-30348000
Radio Flyer,35000000,4651977,-30348023
Watchmen,138000000,107509799,-30490201
Bound by Honor,35000000,4496583,-30503417
Beautiful Creatures,50000000,19452138,-30547862
G-Force,150000000,119436770,-30563230
The Good German,32000000,1308696,-30691304
RED 2,84000000,53262560,-30737440
A Hologram for the King,35000000,4212494,-30787506
Priest,60000000,29136626,-30863374
Oblivion,120000000,89107235,-30892765
Happily N'Ever After,47000000,15849032,-31150968
Into the Blue,50000000,18782227,-31217773
Nixon,45000000,13668249,-31331751
Stardust,70000000,38634938,-31365062
Tears of the Sun,75000000,43632458,-31367542
The Fifth Element,95000000,63570862,-31429138
Captain Corelli's Mandolin,57000000,25528495,-31471505
Rock of Ages,70000000,38518613,-31481387
Switchback,38000000,6504442,-31495558
The Long Kiss Goodnight,65000000,33447612,-31552388
Garfield: A Tail of Two Kitties,60000000,28426747,-31573253
Dredd,45000000,13414714,-31585286
Tomb Raider,90000000,58250803,-31749197
Bicentennial Man,90000000,58220776,-31779224
Superman Returns,232000000,200120000,-31880000
The Rum Diary,45000000,13109815,-31890185
George and the Dragon,32000000,0,-32000000
Yi dai zong shi,38600000,6594959,-32005041
Solaris,47000000,14970038,-32029962
Seven Years in Tibet,70000000,37945884,-32054116
The Infiltrator,47500000,15436808,-32063192
Sky Captain and the World of Tomorrow,70000000,37760080,-32239920
The Tourist,100000000,67631157,-32368843
